Booking_ID,Passenger_ID,Flight_Number,Departure_Time,Class,Ticket_Price,Flight_Status
206251,49818,EK834,8/1/2023 15:02,Business,4372.2,On Time
206252,70501,EK615,2/9/2024 10:57,Business,4238.6,On Time
206253,43894,EK733,10/18/2023 1:29,Economy,5854.46,Delayed
206254,25528,EK564,9/1/2024 6:37,First,443.07,Delayed
206255,72141,EK601,4/21/2024 22:40,Economy,2683.08,Delayed
206256,8866,EK894,2/14/2024 7:53,Economy,5909.45,Cancelled
206257,69062,EK277,8/14/2023 5:38,Economy,4625.48,Cancelled
206258,25341,EK321,11/15/2024 5:21,Economy,1821.65,On Time
206259,31616,EK407,7/15/2024 13:48,Economy,4343.83,On Time
206260,49660,EK649,12/22/2024 9:49,Business,3069.82,On Time
206261,18252,EK236,3/7/2023 8:32,First,1992.36,On Time
206262,41669,EK137,3/19/2023 0:29,Business,1404.78,On Time
206263,34130,EK927,6/24/2023 18:54,First,5453.68,Delayed
206264,25160,EK110,9/30/2023 5:13,Business,529.68,Cancelled
206265,41653,EK286,6/9/2024 17:26,Business,2177.98,On Time
206266,34258,EK734,6/5/2024 8:57,Business,3584.58,On Time
206267,58681,EK337,6/25/2023 4:29,First,3203.01,Delayed
206268,16601,EK567,3/15/2023 14:46,First,4672.1,Cancelled
206269,51860,EK298,1/21/2024 18:11,First,2124.53,Delayed
206270,31108,EK547,1/13/2023 12:07,First,4259.05,Cancelled
206271,57281,EK762,7/9/2024 6:08,Economy,4574.19,Cancelled
206272,56399,EK768,11/25/2023 23:33,Business,1240.8,On Time
206273,30476,EK908,7/25/2023 6:30,First,989.37,Delayed
206274,71393,EK149,7/28/2024 11:58,Economy,2256.14,Cancelled
206275,38276,EK664,2/5/2023 16:44,Economy,1290.89,Delayed
206276,37612,EK677,12/19/2023 3:07,Business,5594.07,Delayed
206277,43914,EK548,8/30/2023 15:39,Economy,4118.13,Delayed
206278,22849,EK677,12/26/2023 18:47,Economy,3191.28,Cancelled
206279,33742,EK872,9/4/2024 20:50,Business,4633.41,Cancelled
206280,18326,EK019,3/6/2023 20:03,Economy,4066.98,On Time
206281,25392,EK945,6/22/2024 14:38,Economy,778.42,On Time
206282,19252,EK409,12/4/2023 17:27,Economy,2420.99,Cancelled
206283,72623,EK832,8/23/2023 16:22,Business,2323.92,On Time
206284,72510,EK499,6/26/2023 22:41,Economy,2439.41,Cancelled
206285,37322,EK411,2/11/2024 12:33,Economy,3142.79,On Time
206286,4948,EK869,2/28/2024 7:33,First,1494.74,Delayed
206287,77136,EK935,10/6/2024 15:30,Business,3090.38,On Time
206288,24052,EK887,9/20/2023 0:59,First,2696.55,On Time
206289,4890,EK169,3/1/2023 21:13,Economy,5688.26,On Time
206290,27281,EK748,8/13/2024 22:16,First,5727.84,Delayed
206291,57670,EK942,4/22/2024 16:17,First,3024.97,Cancelled
206292,49141,EK529,4/25/2023 22:04,Economy,2177.02,Cancelled
206293,66690,EK849,3/4/2024 14:20,Economy,1623.28,Delayed
206294,58717,EK418,1/28/2024 3:38,Economy,2633.52,Delayed
206295,40569,EK744,9/12/2024 4:45,Business,2060.4,On Time
206296,78398,EK937,1/2/2024 12:09,Business,1539.86,Cancelled
206297,1477,EK476,5/3/2023 6:32,Business,4396.65,Delayed
206298,17969,EK449,10/14/2024 10:08,First,204.98,Cancelled
206299,59796,EK553,3/16/2024 1:40,Economy,4502.17,Delayed
206300,5560,EK391,9/25/2023 9:35,First,2065.32,Delayed
206301,64057,EK120,2/20/2024 0:22,Business,838.55,Cancelled
206302,36584,EK213,4/5/2024 20:09,First,2399.21,On Time
206303,58360,EK216,9/7/2024 7:58,Economy,419.32,On Time
206304,36872,EK543,10/18/2024 21:40,First,3148.63,On Time
206305,55325,EK312,7/12/2024 7:38,First,4701.22,Cancelled
206306,5568,EK853,10/28/2024 22:55,First,3239.69,On Time
206307,60973,EK277,11/15/2023 23:06,Business,688.14,On Time
206308,60915,EK958,7/25/2024 13:14,First,662.75,Delayed
206309,69546,EK020,7/6/2024 7:28,First,1217.43,Delayed
206310,66864,EK063,12/8/2023 9:12,Economy,4734.75,On Time
206311,3368,EK015,11/20/2024 18:23,First,3915.59,On Time
206312,71107,EK425,11/27/2023 9:38,Business,5345.4,Delayed
206313,69733,EK632,9/24/2024 3:03,First,4345.22,On Time
206314,73327,EK194,11/14/2023 3:07,First,3288.68,Cancelled
206315,17657,EK803,6/21/2024 15:08,Economy,5180.83,On Time
206316,70076,EK932,6/24/2024 9:20,First,3666.68,Delayed
206317,69439,EK719,5/7/2023 21:55,First,2581.09,On Time
206318,29471,EK927,3/31/2024 2:52,First,2902.85,Cancelled
206319,80120,EK295,11/26/2024 23:16,Economy,2087.94,On Time
206320,63818,EK409,9/24/2023 0:34,Economy,4708.18,On Time
206321,2076,EK491,8/29/2023 1:01,Economy,5174.56,On Time
206322,54107,EK885,5/9/2024 3:34,Business,2451.99,On Time
206323,40870,EK556,9/11/2023 19:05,First,5901.33,On Time
206324,8414,EK679,8/27/2023 13:01,Business,3771.34,Delayed
206325,58519,EK278,1/21/2024 22:39,Business,5522.16,Cancelled
206326,43047,EK371,6/4/2024 12:56,Economy,4700.08,Cancelled
206327,45635,EK032,1/14/2024 15:46,Economy,2709.32,Cancelled
206328,54334,EK487,10/15/2023 14:10,Business,1481.42,Delayed
206329,69067,EK906,9/9/2024 2:26,Business,4379.54,On Time
206330,52159,EK998,7/8/2024 16:15,First,1396.89,Cancelled
206331,27079,EK193,7/12/2023 14:33,Business,4229.58,Delayed
206332,18285,EK420,6/16/2023 2:49,First,1473.61,Cancelled
206333,24186,EK864,11/6/2023 10:42,Economy,831.71,Cancelled
206334,56799,EK634,1/23/2023 4:40,Business,1724.25,On Time
206335,13941,EK808,6/19/2024 16:08,First,176.26,Delayed
206336,18047,EK673,3/25/2023 1:13,First,3681.82,On Time
206337,21162,EK860,5/12/2023 6:18,Business,2202.65,Delayed
206338,73056,EK036,11/28/2024 11:04,Business,4555.48,Cancelled
206339,14982,EK088,10/16/2024 22:01,First,4249.58,Cancelled
206340,39668,EK399,2/7/2023 0:08,Economy,194.55,On Time
206341,66888,EK970,2/13/2024 3:40,Economy,2764.38,On Time
206342,38570,EK399,12/23/2023 15:50,Business,4326.2,On Time
206343,4008,EK478,4/4/2024 10:00,Business,4490.89,Cancelled
206344,75278,EK888,6/16/2023 0:44,Economy,1144.01,Cancelled
206345,37913,EK227,7/11/2024 12:33,Economy,2123.9,Delayed
206346,78798,EK310,3/19/2023 1:58,Economy,1713.31,On Time
206347,50752,EK626,11/4/2024 20:40,First,1990.75,Cancelled
206348,20376,EK254,9/27/2024 13:08,First,613.4,Cancelled
206349,25540,EK478,10/10/2023 15:47,First,3371.68,On Time
206350,51741,EK504,8/23/2023 17:51,Economy,4461.95,Delayed
206351,9689,EK628,10/15/2024 19:29,Economy,1271.58,On Time
206352,38650,EK755,1/2/2024 20:00,First,2597.96,Cancelled
206353,71390,EK098,12/18/2024 6:17,First,2614.91,Cancelled
206354,75191,EK096,7/10/2023 16:05,First,3544.52,Delayed
206355,67268,EK905,2/25/2023 0:48,Economy,4666.23,Cancelled
206356,12829,EK827,3/17/2023 22:07,First,1058.67,Cancelled
206357,64579,EK017,6/7/2024 6:08,Economy,3407.99,Delayed
206358,80714,EK586,12/30/2024 12:35,Economy,3707.14,Cancelled
206359,37502,EK653,7/5/2024 7:48,Economy,319.28,Cancelled
206360,62944,EK957,11/3/2023 16:14,First,1386.72,Cancelled
206361,78347,EK689,6/20/2024 8:00,First,4664.96,Delayed
206362,76826,EK120,3/3/2024 20:38,Economy,488.03,On Time
206363,36985,EK086,12/25/2023 2:30,Business,2873.72,Cancelled
206364,1188,EK697,8/22/2024 18:27,First,5935.55,Delayed
206365,34802,EK500,7/16/2024 18:49,Business,1784.35,Delayed
206366,57554,EK555,1/20/2023 15:56,Economy,415.44,Delayed
206367,41634,EK683,4/1/2024 0:12,Economy,1443.45,Cancelled
206368,8056,EK947,11/28/2023 7:30,Business,5179.39,Cancelled
206369,73802,EK924,8/22/2024 0:42,Economy,641.95,Cancelled
206370,69973,EK699,3/26/2024 8:07,Economy,1783.78,Cancelled
206371,49834,EK076,11/2/2023 8:38,Economy,236.61,Cancelled
206372,64543,EK886,9/14/2023 16:07,Business,2073.49,Delayed
206373,23953,EK147,8/16/2023 18:56,First,2481.2,Cancelled
206374,39999,EK731,5/13/2024 23:03,Business,3556.44,Delayed
206375,35335,EK015,12/6/2023 9:48,Business,3077.1,On Time
206376,4186,EK620,7/1/2024 4:27,Economy,4261.21,Delayed
206377,11160,EK456,8/6/2024 9:04,Business,407.89,On Time
206378,53001,EK384,9/19/2024 13:39,First,4911.05,Delayed
206379,30792,EK081,7/14/2023 14:36,Business,5920.5,Cancelled
206380,60626,EK897,3/10/2024 2:39,Business,2884.32,On Time
206381,45403,EK728,6/17/2024 13:47,First,4611.4,On Time
206382,72107,EK648,4/9/2024 3:45,First,4181.08,Cancelled
206383,68814,EK456,12/12/2024 11:11,Economy,4342.46,Cancelled
206384,62665,EK198,7/22/2024 23:45,Business,4772.46,On Time
206385,35649,EK470,8/22/2024 19:24,First,4206.34,Cancelled
206386,78371,EK796,12/25/2023 4:41,Economy,4290.29,Cancelled
206387,4085,EK834,2/22/2023 14:38,First,835.23,Cancelled
206388,73249,EK847,3/27/2024 12:17,First,5408.86,Cancelled
206389,48911,EK352,10/25/2023 20:13,First,1813.55,Cancelled
206390,30446,EK225,7/19/2023 3:41,Economy,1950.05,Cancelled
206391,28296,EK301,1/12/2024 17:23,Business,2789.6,Delayed
206392,50808,EK745,10/14/2024 22:42,First,1615.91,Delayed
206393,15552,EK346,6/14/2024 12:43,Economy,3106.45,Cancelled
206394,44617,EK164,1/11/2023 21:23,Business,2910.75,Cancelled
206395,54468,EK838,10/6/2024 16:07,First,5564.72,Delayed
206396,75137,EK014,10/6/2024 6:59,First,1340.35,Delayed
206397,54766,EK506,11/4/2024 7:41,Economy,807.55,On Time
206398,26748,EK979,12/25/2023 1:50,Economy,1328.03,Cancelled
206399,80591,EK240,6/13/2024 4:32,Economy,1530.19,Delayed
206400,5260,EK149,9/21/2023 15:00,First,2877.01,On Time
206401,6037,EK086,4/9/2024 15:44,Economy,5368.38,On Time
206402,56332,EK622,9/23/2023 17:32,Economy,1769.54,Cancelled
206403,65261,EK257,5/4/2023 2:26,First,2836.91,Cancelled
206404,57429,EK501,9/1/2024 10:14,Business,5461.61,On Time
206405,65392,EK845,8/26/2023 7:57,First,2160.41,On Time
206406,77437,EK365,5/13/2024 16:09,Economy,2076.15,Delayed
206407,75513,EK295,10/28/2023 15:23,First,4617.92,Cancelled
206408,38979,EK328,8/19/2023 11:16,Economy,3478.21,On Time
206409,45977,EK668,5/19/2023 13:10,First,4911.49,Delayed
206410,13998,EK795,1/4/2024 6:06,First,5768.99,Cancelled
206411,79883,EK452,6/6/2024 0:56,Economy,1958.01,Delayed
206412,40155,EK142,10/19/2023 3:23,First,1614.66,On Time
206413,18580,EK207,7/18/2024 5:17,First,4866.58,Cancelled
206414,59859,EK539,3/26/2024 13:29,Economy,4815.61,On Time
206415,78398,EK812,1/9/2023 18:46,Business,5978.04,On Time
206416,57676,EK169,9/2/2023 17:56,Economy,4885.94,On Time
206417,24282,EK152,8/18/2023 7:56,Business,1413.4,On Time
206418,28547,EK394,12/8/2023 4:51,Business,5894.61,Delayed
206419,40465,EK187,9/16/2024 22:47,Business,3596.51,On Time
206420,26309,EK264,12/22/2024 18:09,Business,4546.92,Cancelled
206421,41727,EK116,1/4/2024 10:16,Economy,654.46,Cancelled
206422,27818,EK318,11/15/2024 7:43,Business,556.58,On Time
206423,36681,EK171,4/16/2023 0:19,Business,2028.38,On Time
206424,29724,EK763,2/16/2023 10:53,Economy,4298.36,Cancelled
206425,77040,EK105,12/31/2024 0:15,Business,756.42,Cancelled
206426,34745,EK874,5/29/2024 16:51,Economy,5650.54,Cancelled
206427,32876,EK334,6/12/2023 10:44,First,1125.12,On Time
206428,36705,EK287,11/12/2024 6:30,First,1191.78,On Time
206429,33353,EK065,2/27/2023 5:51,Economy,2309.8,Cancelled
206430,61432,EK766,7/25/2023 9:40,Business,4165.77,Delayed
206431,78952,EK996,4/7/2023 5:09,Economy,3322.36,Cancelled
206432,59021,EK830,7/29/2023 18:08,Economy,4198.82,Cancelled
206433,15872,EK538,12/29/2024 10:35,First,3870.32,On Time
206434,59469,EK688,1/19/2024 22:25,Economy,5845.43,Delayed
206435,70347,EK947,6/24/2024 3:04,Business,2624.55,Cancelled
206436,32089,EK451,4/26/2024 2:07,Economy,3741.91,On Time
206437,57579,EK882,12/1/2023 14:11,Business,5604.37,Delayed
206438,26888,EK336,6/8/2024 5:55,First,2972.09,Cancelled
206439,55029,EK270,4/4/2024 20:25,Business,2594.54,Cancelled
206440,27337,EK570,5/11/2024 22:27,First,4032.42,Cancelled
206441,5945,EK557,4/17/2024 20:13,First,3873.61,On Time
206442,10738,EK662,8/26/2024 10:19,First,1628.46,On Time
206443,38115,EK361,12/14/2023 8:43,Economy,4328.03,Cancelled
206444,46207,EK977,1/16/2023 2:12,First,4314.96,Cancelled
206445,50854,EK995,1/31/2024 8:47,Economy,2744.88,Cancelled
206446,4049,EK838,4/11/2023 1:37,First,4712.07,Delayed
206447,34207,EK644,9/21/2024 20:43,Economy,1249.96,On Time
206448,51484,EK472,7/16/2023 6:20,First,5731.75,Delayed
206449,58532,EK730,7/5/2023 5:00,First,4201.62,On Time
206450,50370,EK884,4/11/2024 1:12,Business,2046.32,On Time
206451,25650,EK791,3/20/2023 4:38,Business,1148.77,On Time
206452,71951,EK150,11/7/2024 3:15,Economy,3005.89,On Time
206453,80575,EK591,11/24/2024 9:43,First,1414.72,On Time
206454,28993,EK574,5/29/2023 10:32,First,5818.2,Cancelled
206455,78895,EK143,2/8/2023 17:45,Business,3027.65,On Time
206456,32826,EK806,11/30/2023 3:24,Economy,1062.76,On Time
206457,5438,EK354,4/4/2023 5:40,Business,1122.94,On Time
206458,70275,EK048,3/24/2023 7:34,First,5930.06,Delayed
206459,70777,EK715,11/3/2023 4:58,Business,2372.38,Delayed
206460,40272,EK786,1/6/2024 23:21,Economy,1242.78,Cancelled
206461,67824,EK355,6/7/2024 17:41,First,4947.09,On Time
206462,41932,EK380,12/7/2023 17:30,Business,5372.28,Cancelled
206463,68046,EK635,3/17/2023 17:26,First,5769.42,Delayed
206464,12487,EK679,3/31/2024 8:54,Economy,5132.93,On Time
206465,63859,EK520,11/9/2023 13:04,Business,4813.32,Cancelled
206466,32797,EK634,1/11/2024 7:49,First,1996.43,On Time
206467,31725,EK624,5/26/2024 20:48,Business,5555.04,On Time
206468,34691,EK862,3/31/2023 23:35,Economy,592.69,Delayed
206469,13572,EK097,1/22/2024 9:32,First,5456.21,Delayed
206470,16174,EK462,2/26/2023 15:30,Economy,3311.77,Delayed
206471,79277,EK206,4/29/2023 10:49,Business,2684.72,On Time
206472,45135,EK263,3/12/2024 17:35,Business,1584.99,On Time
206473,17569,EK909,9/30/2024 16:20,Economy,2861.56,Cancelled
206474,26431,EK701,3/28/2024 9:33,Business,4410.29,On Time
206475,59364,EK182,8/7/2024 1:03,Business,4931.93,Cancelled
206476,5858,EK656,6/2/2023 17:48,First,1240.28,On Time
206477,51150,EK868,11/26/2023 6:08,First,3517.1,Cancelled
206478,80724,EK522,8/18/2024 23:55,First,2863.9,Cancelled
206479,18790,EK684,6/29/2023 0:57,First,3022.39,Delayed
206480,29204,EK473,6/6/2023 7:12,First,5400.05,Cancelled
206481,39644,EK536,12/7/2024 17:20,First,3830.48,Cancelled
206482,65973,EK265,5/11/2024 1:21,First,1903.93,Delayed
206483,54231,EK866,6/15/2023 3:17,Business,4678.36,Cancelled
206484,62439,EK698,3/1/2023 8:31,Economy,539.4,On Time
206485,72240,EK924,12/22/2024 15:56,First,4954.03,Cancelled
206486,47621,EK245,3/5/2023 13:31,Economy,1930.91,Delayed
206487,20462,EK625,8/18/2024 10:27,Business,4417.96,On Time
206488,76278,EK972,3/7/2023 0:42,Business,3830.9,Cancelled
206489,11176,EK585,2/17/2023 21:32,Business,3596.62,On Time
206490,69051,EK898,7/26/2023 22:46,Business,1333.31,Delayed
206491,63521,EK137,10/11/2024 4:13,First,1255.84,Delayed
206492,37519,EK825,9/9/2023 14:03,Economy,2404.49,Cancelled
206493,39196,EK691,3/9/2024 20:11,Economy,4497.25,Cancelled
206494,74562,EK111,8/13/2024 12:22,Economy,1658.92,On Time
206495,62595,EK574,3/6/2023 17:45,First,3072.73,Cancelled
206496,27449,EK630,11/23/2023 10:34,Business,4521.94,On Time
206497,29209,EK389,2/14/2024 16:11,First,1273.62,Cancelled
206498,70700,EK555,5/28/2023 23:44,Economy,555.98,On Time
206499,41162,EK510,11/18/2024 3:57,Economy,2715.63,Cancelled
206500,69022,EK443,1/22/2024 6:07,Business,2716.67,Cancelled
206501,25850,EK228,12/18/2024 11:00,Business,1546.17,On Time
206502,32498,EK197,11/14/2023 13:04,Economy,5773.98,Cancelled
206503,42876,EK606,3/18/2024 6:43,First,3529.24,Cancelled
206504,47242,EK855,6/25/2024 16:45,Economy,3202.93,Cancelled
206505,36747,EK096,3/21/2024 4:54,Business,1278,Cancelled
206506,4863,EK322,2/25/2023 13:10,First,2121.78,Cancelled
206507,68507,EK236,2/19/2024 14:32,Economy,3974.69,Delayed
206508,32151,EK961,1/20/2023 5:44,Business,1638.23,Delayed
206509,65012,EK913,2/10/2023 17:05,Economy,764.39,On Time
206510,42171,EK371,5/15/2023 15:26,Economy,5586.07,On Time
206511,80508,EK938,9/13/2023 20:54,First,1174.12,Delayed
206512,72326,EK426,11/14/2024 3:47,Business,491.53,Cancelled
206513,10114,EK365,12/6/2024 17:18,Business,4308.52,Delayed
206514,15724,EK291,6/2/2023 1:30,First,4848.88,On Time
206515,51539,EK674,6/21/2023 4:54,Economy,643.86,On Time
206516,4610,EK633,6/10/2023 13:58,First,783.84,Cancelled
206517,55530,EK942,4/19/2024 4:00,Economy,5787.75,Cancelled
206518,47433,EK278,5/22/2024 1:23,First,5432.25,Delayed
206519,9666,EK663,11/6/2024 17:51,Economy,1873.57,Delayed
206520,42024,EK038,9/2/2024 23:59,Business,2099.36,On Time
206521,29412,EK205,8/21/2023 15:52,Business,5938.1,On Time
206522,2245,EK601,8/6/2024 8:51,Business,5090.28,On Time
206523,40332,EK568,4/18/2024 8:03,First,1015.46,On Time
206524,50409,EK423,2/17/2024 23:46,First,1856.78,On Time
206525,79986,EK632,4/27/2024 22:13,Economy,3702.28,Cancelled
206526,72989,EK104,12/17/2023 15:35,First,1822.99,On Time
206527,38337,EK670,12/10/2023 10:56,Economy,1395.31,Delayed
206528,43603,EK998,6/29/2023 23:07,Economy,1860.36,On Time
206529,51930,EK384,6/21/2023 3:53,First,1795.84,Delayed
206530,37593,EK088,8/5/2023 22:57,Economy,3965.42,Cancelled
206531,66589,EK275,4/11/2023 17:04,Economy,3938.83,Cancelled
206532,57220,EK322,4/2/2023 3:22,Economy,3077.68,On Time
206533,79343,EK022,8/13/2023 10:48,First,1223.81,On Time
206534,21145,EK897,12/27/2023 22:24,First,3240.06,On Time
206535,40691,EK761,1/13/2024 7:58,First,1437.47,Cancelled
206536,54674,EK938,6/5/2023 15:14,Business,4498.3,Cancelled
206537,51292,EK984,7/1/2023 14:49,Business,5091.03,Cancelled
206538,43344,EK989,9/24/2023 19:47,Economy,4311.07,Cancelled
206539,67787,EK247,5/30/2023 16:47,Economy,4319.5,On Time
206540,66268,EK395,7/18/2024 10:45,First,5275.21,On Time
206541,62449,EK518,8/17/2024 11:20,First,5661.9,Delayed
206542,42653,EK435,2/29/2024 17:52,First,1353.64,On Time
206543,35072,EK009,6/27/2024 5:09,Economy,168.63,Delayed
206544,56279,EK690,12/1/2023 2:52,Business,5012.47,Cancelled
206545,17514,EK284,8/28/2023 23:25,Economy,4164.61,On Time
206546,51572,EK141,9/24/2024 16:59,First,3499.12,Delayed
206547,52922,EK800,1/16/2023 13:46,Economy,5978.18,Delayed
206548,44475,EK647,8/21/2023 11:30,First,1624.76,On Time
206549,5779,EK249,6/4/2023 9:31,First,4608.82,On Time
206550,41687,EK345,1/25/2024 6:20,First,5191.65,On Time
206551,64248,EK473,5/30/2023 22:23,First,776.98,Delayed
206552,4463,EK179,8/30/2024 11:01,First,3353.83,Delayed
206553,71658,EK421,6/6/2024 8:55,Business,3782.44,Delayed
206554,18599,EK326,11/6/2023 20:34,First,1199.75,Delayed
206555,66022,EK567,4/17/2024 20:07,Business,528.49,On Time
206556,20897,EK527,2/9/2023 17:27,Business,2256.67,Cancelled
206557,27652,EK950,7/13/2024 6:29,Economy,2689.16,Delayed
206558,56146,EK607,10/29/2023 15:42,First,5761.7,Delayed
206559,5910,EK623,10/4/2023 20:25,Economy,5486.4,On Time
206560,14669,EK050,1/18/2023 19:14,Business,738.82,Delayed
206561,32245,EK056,12/4/2023 16:16,Business,4693.22,Cancelled
206562,53367,EK782,3/20/2024 20:01,First,2023.13,Delayed
206563,58006,EK001,10/9/2024 6:59,Economy,5934.42,On Time
206564,17264,EK331,12/29/2024 3:04,Economy,385.42,On Time
206565,39834,EK086,12/15/2023 1:13,Business,1205.68,Cancelled
206566,64912,EK556,7/19/2024 20:47,First,4766.62,Delayed
206567,18004,EK868,12/27/2024 18:11,Business,302.67,Delayed
206568,41043,EK406,6/26/2024 4:34,Business,2896.13,On Time
206569,40852,EK424,11/18/2023 15:22,Business,1044.75,On Time
206570,14447,EK899,3/22/2024 8:12,First,1810.79,Delayed
206571,58926,EK960,3/24/2023 17:37,Business,4511.06,On Time
206572,27098,EK654,3/9/2024 20:51,Economy,4189.66,Delayed
206573,66998,EK762,9/12/2023 1:39,Economy,430.3,Cancelled
206574,24666,EK854,3/25/2023 5:34,First,4050.37,Delayed
206575,61281,EK276,10/26/2023 4:34,Economy,3292.6,Cancelled
206576,9546,EK052,9/20/2023 22:43,Economy,5660.88,Delayed
206577,5497,EK393,10/5/2023 14:12,Business,806.49,Delayed
206578,73332,EK703,6/11/2023 12:59,First,2349.65,On Time
206579,12901,EK035,9/8/2024 18:31,Economy,4859.68,Cancelled
206580,38369,EK055,10/2/2023 1:22,Economy,2664.51,On Time
206581,61041,EK783,11/23/2024 15:25,Business,5109.41,Cancelled
206582,13965,EK486,2/3/2023 12:37,Business,5764.43,Cancelled
206583,68024,EK933,1/23/2024 19:17,Economy,2082.58,Delayed
206584,62922,EK033,12/29/2024 4:02,Economy,2280.07,Delayed
206585,32237,EK105,10/27/2024 9:33,First,5956.95,Cancelled
206586,36081,EK502,9/23/2023 13:01,First,5320.05,On Time
206587,36442,EK783,10/12/2024 16:19,Economy,2799.91,Cancelled
206588,63703,EK651,6/15/2023 8:07,First,2407.83,Cancelled
206589,30963,EK980,7/26/2024 20:42,Business,4819.93,Delayed
206590,5952,EK791,10/10/2024 14:47,First,5769.06,On Time
206591,36532,EK195,11/9/2023 11:30,Business,875.15,Cancelled
206592,78354,EK994,1/21/2024 18:59,Business,5476.62,Cancelled
206593,21567,EK840,9/18/2023 18:08,Economy,1133.18,Delayed
206594,12455,EK452,7/13/2024 20:13,Economy,4920.98,Delayed
206595,56417,EK980,5/10/2024 20:52,Business,1849.09,Delayed
206596,60457,EK039,3/20/2023 3:37,Business,2983.92,Cancelled
206597,49854,EK192,4/2/2024 7:06,Business,3662.63,On Time
206598,62848,EK294,10/31/2023 8:27,Economy,2960.44,On Time
206599,56897,EK621,5/10/2024 18:35,Economy,5537.64,Delayed
206600,59147,EK633,2/6/2023 0:47,Economy,3638.53,Delayed
206601,58972,EK519,4/24/2023 2:12,Economy,4178.15,Cancelled
206602,11136,EK778,8/27/2023 19:50,Economy,2423.11,Cancelled
206603,19038,EK558,3/31/2023 11:10,First,1547.83,Cancelled
206604,74218,EK690,3/31/2024 21:10,Business,1336.63,On Time
206605,61157,EK571,9/10/2023 20:37,Business,1762.88,On Time
206606,2064,EK390,5/16/2024 2:47,First,158.29,Delayed
206607,36753,EK788,4/10/2023 16:45,First,3392.8,On Time
206608,73002,EK574,2/12/2023 22:38,Business,2706.46,On Time
206609,1176,EK966,10/27/2023 14:48,First,3973.06,Cancelled
206610,27010,EK652,6/21/2024 10:35,First,4264.23,Cancelled
206611,68793,EK684,11/22/2023 18:03,Business,616.33,Delayed
206612,79072,EK663,3/9/2023 7:54,Economy,3211.93,Cancelled
206613,71749,EK564,6/19/2024 17:06,First,4934.62,On Time
206614,26655,EK731,5/29/2024 12:12,Business,3015.14,Cancelled
206615,65038,EK982,3/18/2024 11:46,Business,5926.51,On Time
206616,30949,EK964,6/2/2024 11:10,Business,3187.22,On Time
206617,80981,EK316,10/22/2023 1:48,Business,2238.39,Cancelled
206618,1527,EK363,10/5/2024 7:11,Business,4710.84,Delayed
206619,32571,EK625,12/21/2024 19:12,Economy,554.46,Cancelled
206620,43042,EK126,9/11/2023 2:15,First,4558.48,Delayed
206621,57035,EK780,11/5/2024 3:03,First,1720.04,Cancelled
206622,43835,EK260,5/24/2023 16:43,First,253.26,On Time
206623,27458,EK689,11/27/2024 2:46,Business,4140.74,Cancelled
206624,11605,EK861,4/21/2023 4:41,Business,5697.97,Delayed
206625,37025,EK738,3/2/2023 20:01,Economy,4712.28,On Time
206626,45082,EK608,9/3/2024 0:37,Business,1578.04,On Time
206627,28433,EK961,11/8/2024 0:00,Business,3420.61,On Time
206628,40210,EK495,5/25/2024 4:05,Economy,335.85,Delayed
206629,30262,EK068,2/18/2023 13:03,Business,4079.09,On Time
206630,11718,EK792,11/26/2023 6:11,First,275.99,Delayed
206631,24723,EK284,9/14/2024 3:02,Economy,4023.37,Delayed
206632,80719,EK881,10/9/2024 11:09,First,5982.24,Cancelled
206633,23757,EK503,12/28/2024 20:03,Economy,5118.45,Cancelled
206634,67103,EK325,5/13/2023 6:45,Business,3264.68,On Time
206635,71074,EK118,7/8/2024 8:28,Economy,5589.6,Delayed
206636,71325,EK188,5/27/2023 21:01,Business,247.87,Delayed
206637,64987,EK737,7/16/2024 21:07,Economy,220.71,Delayed
206638,7826,EK887,11/15/2024 23:43,Business,395.52,Delayed
206639,42393,EK030,3/18/2024 18:24,Business,2191.65,Cancelled
206640,56337,EK499,2/13/2024 2:19,Business,5875.09,Cancelled
206641,48817,EK939,7/13/2024 17:21,Economy,4859.06,On Time
206642,52600,EK172,12/23/2024 7:01,Economy,2197.54,On Time
206643,77585,EK252,1/28/2024 18:38,Economy,3228.78,Delayed
206644,48975,EK244,5/20/2024 12:10,Economy,300.43,On Time
206645,69420,EK305,3/6/2023 22:29,First,5244.99,Delayed
206646,51067,EK042,4/10/2024 15:08,Business,2780.29,Cancelled
206647,72957,EK385,6/6/2023 22:00,Business,3944.59,Delayed
206648,7932,EK832,11/30/2024 1:08,Business,599.09,Delayed
206649,73183,EK851,6/26/2023 18:04,Economy,5145.4,Cancelled
206650,35455,EK357,10/17/2023 18:46,Economy,5314.77,Delayed
206651,76942,EK303,10/19/2023 3:43,Economy,2213.45,Cancelled
206652,58887,EK751,3/4/2023 6:32,Economy,1597.08,On Time
206653,59540,EK896,8/23/2023 5:26,Economy,987.54,On Time
206654,51832,EK414,5/29/2024 19:12,First,1951.41,Cancelled
206655,52252,EK536,8/8/2024 18:58,First,5534.97,Delayed
206656,45583,EK126,10/1/2023 23:15,First,4412.41,On Time
206657,72252,EK544,6/3/2023 18:06,Business,5508.96,Cancelled
206658,67823,EK608,3/11/2024 0:06,Economy,1913.78,Delayed
206659,73734,EK341,8/13/2024 12:37,Business,4293.37,Cancelled
206660,9131,EK735,4/20/2024 17:59,Business,2948.72,Cancelled
206661,51447,EK012,7/12/2023 6:01,Economy,3854.05,Delayed
